Pos	Length
19995	105
19996	104
19997	103
19998	102
19999	101
20000	100
20001	99
20002	98
20003	97
20004	96
20005	95
20006	94
20007	93
20008	92
20009	91
20010	90
20011	89
20012	88
20013	87
20014	86
20015	85
20016	84
20017	83
20018	82
20019	81
20020	80
20021	79
20022	78
20023	77
20024	76
20025	75
20026	74
20027	73
20028	72
20029	71
20030	70
20031	69
20032	68
20033	67
20034	66
20035	65
20036	64
20037	63
20038	62
20039	61
20040	60
20041	59
20042	58
20043	57
20044	56
20045	55
20046	54
20047	53
20048	52
20049	51
20050	50
20051	49
20052	48
20053	47
20054	46
20055	45
20056	44
20057	43
20058	42
20059	41
20060	40
20061	39
20062	38
20063	37
20064	36
20065	35
20066	34
20067	33
20068	32
20069	31
20070	30
20071	29
20072	28
20073	27
20074	26
20075	25
20076	24
20077	23
20078	22
20079	21
20080	20
20081	19
20082	18
20083	17
20084	16
20085	15
20086	14
20087	13
20088	12
20089	11
20090	10
20091	9
20092	8
20093	7
20094	6
20095	6
20096	8
20097	7
20098	6
20099	9
20100	41
20101	40
20102	39
20103	38
20104	37
20105	36
20106	35
20107	34
20108	33
20109	32
20110	31
20111	30
20112	29
20113	28
20114	27
20115	26
20116	25
20117	24
20118	23
20119	22
20120	21
20121	20
20122	19
20123	18
20124	17
20125	16
20126	15
20127	14
20128	13
20129	12
20130	11
20131	10
20132	9
20133	8
20134	7
20135	6
20136	6
20137	5
20138	6
20139	7
20140	6
20141	362
20142	361
20143	360
20144	359
20145	358
20146	357
20147	356
20148	355
20149	354
20150	353
20151	352
20152	351
20153	350
20154	349
20155	348
20156	347
20157	346
20158	345
20159	344
20160	343
20161	342
20162	341
20163	340
20164	339
20165	338
20166	337
20167	336
20168	335
20169	334
20170	333
20171	332
20172	331
20173	330
20174	329
20175	328
20176	327
20177	326
20178	325
20179	324
20180	323
20181	322
20182	321
20183	320
20184	319
20185	318
20186	317
20187	316
20188	315
20189	314
20190	313
20191	312
20192	311
20193	310
20194	309
20195	308
20196	307
20197	306
20198	305
20199	304
20200	303
20201	302
20202	301
20203	300
20204	299
20205	298
20206	297
20207	296
20208	295
20209	294
20210	293
20211	292
20212	291
20213	290
20214	289
20215	288
20216	287
20217	286
20218	285
20219	284
20220	283
20221	282
20222	281
20223	280
20224	279
20225	278
20226	277
20227	276
20228	275
20229	274
20230	273
20231	272
20232	271
20233	270
20234	269
20235	268
20236	267
20237	266
20238	265
20239	264
20240	263
20241	262
20242	261
20243	260
20244	259
20245	258
20246	257
20247	256
20248	255
20249	254
20250	253
20251	252
20252	251
20253	250
20254	249
20255	248
20256	247
20257	246
20258	245
20259	244
20260	243
20261	242
20262	241
20263	240
20264	239
20265	238
20266	237
20267	236
20268	235
20269	234
20270	233
20271	232
20272	231
20273	230
20274	229
20275	228
20276	227
20277	226
20278	225
20279	224
20280	223
20281	222
20282	221
20283	220
20284	219
20285	218
20286	217
20287	216
20288	215
20289	214
20290	213
20291	212
20292	211
20293	210
20294	209
20295	208
20296	207
20297	206
20298	205
20299	204
20300	203
20301	202
20302	201
20303	200
20304	199
20305	198
20306	197
20307	196
20308	195
20309	194
20310	193
20311	192
20312	191
20313	190
20314	189
20315	188
20316	187
20317	186
20318	185
20319	184
20320	183
20321	182
20322	181
20323	180
20324	179
20325	178
20326	177
20327	176
20328	175
20329	174
20330	173
20331	172
20332	171
20333	170
20334	169
20335	168
20336	167
20337	166
20338	165
20339	164
20340	163
20341	162
20342	161
20343	160
20344	159
20345	158
20346	157
20347	156
20348	155
20349	154
20350	153
20351	152
20352	151
20353	150
20354	149
20355	148
20356	147
20357	146
20358	145
20359	144
20360	143
20361	142
20362	141
20363	140
20364	139
20365	138
20366	137
20367	136
20368	135
20369	134
20370	133
20371	132
20372	131
20373	130
20374	129
20375	128
20376	127
20377	126
20378	125
20379	124
20380	123
20381	122
20382	121
20383	120
20384	119
20385	118
20386	117
20387	116
20388	115
20389	114
20390	113
20391	112
20392	111
20393	110
20394	109
20395	108
20396	107
20397	106
20398	105
20399	104
20400	103
20401	102
20402	101
20403	100
20404	99
20405	98
20406	97
20407	96
20408	95
20409	94
20410	93
20411	92
20412	91
20413	90
20414	89
20415	88
20416	87
20417	86
20418	85
20419	84
20420	83
20421	82
20422	81
20423	80
20424	79
20425	78
20426	77
20427	76
20428	75
20429	74
20430	73
20431	72
20432	71
20433	70
20434	69
20435	68
20436	67
20437	66
20438	65
20439	64
20440	63
20441	62
20442	61
20443	60
20444	59
20445	58
20446	57
20447	56
20448	55
20449	54
20450	53
20451	52
20452	51
20453	50
20454	49
20455	48
20456	47
20457	46
20458	45
20459	44
20460	43
20461	42
20462	41
20463	40
20464	39
20465	38
20466	37
20467	36
20468	35
20469	34
20470	33
20471	32
20472	31
20473	30
20474	29
20475	28
20476	27
20477	26
20478	25
20479	24
20480	23
20481	22
20482	21
20483	20
20484	19
20485	18
20486	17
20487	16
20488	15
20489	14
20490	13
20491	12
20492	11
20493	10
20494	9
20495	8
20496	7
20497	6
20498	6
20499	6
20500	6
20501	6
20502	6
20503	756
20504	755
20505	754
20506	753
20507	752
20508	751
20509	750
20510	749
20511	748
20512	747
20513	746
20514	745
20515	744
20516	743
20517	742
20518	741
20519	740
20520	739
20521	738
20522	737
20523	736
20524	735
20525	734
20526	733
20527	732
20528	731
20529	730
20530	729
20531	728
20532	727
20533	726
20534	725
20535	724
20536	723
20537	722
20538	721
20539	720
20540	719
20541	718
20542	717
20543	716
20544	715
20545	714
20546	713
20547	712
20548	711
20549	710
20550	709
20551	708
20552	707
20553	706
20554	705
20555	704
20556	703
20557	702
20558	701
20559	700
20560	699
20561	698
20562	697
20563	696
20564	695
20565	694
20566	693
20567	692
20568	691
20569	690
20570	689
20571	688
20572	687
20573	686
20574	685
20575	684
20576	683
20577	682
20578	681
20579	680
20580	679
20581	678
20582	677
20583	676
20584	675
20585	674
20586	673
20587	672
20588	671
20589	670
20590	669
20591	668
20592	667
20593	666
20594	665
20595	664
20596	663
20597	662
20598	661
20599	660
20600	659
20601	658
20602	657
20603	656
20604	655
20605	654
20606	653
20607	652
20608	651
20609	650
20610	649
20611	648
20612	647
20613	646
20614	645
20615	644
20616	643
20617	642
20618	641
20619	640
20620	639
20621	638
20622	637
20623	636
20624	635
20625	634
20626	633
20627	632
20628	631
20629	630
20630	629
20631	628
20632	627
20633	626
20634	625
20635	624
20636	623
20637	622
20638	621
20639	620
20640	619
20641	618
20642	617
20643	616
20644	615
20645	614
20646	613
20647	612
20648	611
20649	610
20650	609
20651	608
20652	607
20653	606
20654	605
20655	604
20656	603
20657	602
20658	601
20659	600
20660	599
20661	598
20662	597
20663	596
20664	595
20665	594
20666	593
20667	592
20668	591
20669	590
20670	589
20671	588
20672	587
20673	586
20674	585
20675	584
20676	583
20677	582
20678	581
20679	580
20680	579
20681	578
20682	577
20683	576
20684	575
20685	574
20686	573
20687	572
20688	571
20689	570
20690	569
20691	568
20692	567
20693	566
20694	565
20695	564
20696	563
20697	562
20698	561
20699	560
20700	559
20701	558
20702	557
20703	556
20704	555
20705	554
20706	553
20707	552
20708	551
20709	550
20710	549
20711	548
20712	547
20713	546
20714	545
20715	544
20716	543
20717	542
20718	541
20719	540
20720	539
20721	538
20722	537
20723	536
20724	535
20725	534
20726	533
20727	532
20728	531
20729	530
20730	529
20731	528
20732	527
20733	526
20734	525
20735	524
20736	523
20737	522
20738	521
20739	520
20740	519
20741	518
20742	517
20743	516
20744	515
20745	514
20746	513
20747	512
20748	511
20749	510
20750	509
20751	508
20752	507
20753	506
20754	505
20755	504
20756	503
20757	502
20758	501
20759	500
20760	499
20761	498
20762	497
20763	496
20764	495
20765	494
20766	493
20767	492
20768	491
20769	490
20770	489
20771	488
20772	487
20773	486
20774	485
20775	484
20776	483
20777	482
20778	481
20779	480
20780	479
20781	478
20782	477
20783	476
20784	475
20785	474
20786	473
20787	472
20788	471
20789	470
20790	469
20791	468
20792	467
20793	466
20794	465
20795	464
20796	463
20797	462
20798	461
20799	460
20800	459
20801	458
20802	457
20803	456
20804	455
20805	454
20806	453
20807	452
20808	451
20809	450
20810	449
20811	448
20812	447
20813	446
20814	445
20815	444
20816	443
20817	442
20818	441
20819	440
20820	439
20821	438
20822	437
20823	436
20824	435
20825	434
20826	433
20827	432
20828	431
20829	430
20830	429
20831	428
20832	427
20833	426
20834	425
20835	424
20836	423
20837	422
20838	421
20839	420
20840	419
20841	418
20842	417
20843	416
20844	415
20845	414
20846	413
20847	412
20848	411
20849	410
20850	409
20851	408
20852	407
20853	406
20854	405
20855	404
20856	403
20857	402
20858	401
20859	400
20860	399
20861	398
20862	397
20863	396
20864	395
20865	394
20866	393
20867	392
20868	391
20869	390
20870	389
20871	388
20872	387
20873	386
20874	385
20875	384
20876	383
20877	382
20878	381
20879	380
20880	379
20881	378
20882	377
20883	376
20884	375
20885	374
20886	373
20887	372
20888	371
20889	370
20890	369
20891	368
20892	367
20893	366
20894	365
20895	364
20896	363
20897	362
20898	361
20899	360
20900	359
20901	358
20902	357
20903	356
20904	355
20905	354
20906	353
20907	352
20908	351
20909	350
20910	349
20911	348
20912	347
20913	346
20914	345
20915	344
20916	343
20917	342
20918	341
20919	340
20920	339
20921	338
20922	337
20923	336
20924	335
20925	334
20926	333
20927	332
20928	331
20929	330
20930	329
20931	328
20932	327
20933	326
20934	325
20935	324
20936	323
20937	322
20938	321
20939	320
20940	319
20941	318
20942	317
20943	316
20944	315
20945	314
20946	313
20947	312
20948	311
20949	310
20950	309
20951	308
20952	307
20953	306
20954	305
20955	304
20956	303
20957	302
20958	301
20959	300
20960	299
20961	298
20962	297
20963	296
20964	295
20965	294
20966	293
20967	292
20968	291
20969	290
20970	289
20971	288
20972	287
20973	286
20974	285
20975	284
20976	283
20977	282
20978	281
20979	280
20980	279
20981	278
20982	277
20983	276
20984	275
20985	274
20986	273
20987	272
20988	271
20989	270
20990	269
20991	268
20992	267
20993	266
20994	265
20995	264
20996	263
20997	262
20998	261
20999	260
21000	259
21001	258
21002	257
21003	256
21004	255
21005	254
21006	253
21007	252
21008	251
21009	250
21010	249
21011	248
21012	247
21013	246
21014	245
21015	244
21016	243
21017	242
21018	241
21019	240
21020	239
21021	238
21022	237
21023	236
21024	235
21025	234
21026	233
21027	232
21028	231
21029	230
21030	229
21031	228
21032	227
21033	226
21034	225
21035	224
21036	223
21037	222
21038	221
21039	220
21040	219
21041	218
21042	217
21043	216
21044	215
21045	214
21046	213
21047	212
21048	211
21049	210
21050	209
21051	208
21052	207
21053	206
21054	205
21055	204
21056	203
21057	202
21058	201
21059	200
21060	199
21061	198
21062	197
21063	196
21064	195
21065	194
21066	193
21067	192
21068	191
21069	190
21070	189
21071	188
21072	187
21073	186
21074	185
21075	184
21076	183
21077	182
21078	181
21079	180
21080	179
21081	178
21082	177
21083	176
21084	175
21085	174
21086	173
21087	172
21088	171
21089	170
21090	169
21091	168
21092	167
21093	166
21094	165
21095	164
21096	163
21097	162
21098	161
21099	160
21100	159
21101	158
21102	157
21103	156
21104	155
21105	154
21106	153
21107	152
21108	151
21109	150
21110	149
21111	148
21112	147
21113	146
21114	145
21115	144
21116	143
21117	142
21118	141
21119	140
21120	139
21121	138
21122	137
21123	136
21124	135
21125	134
21126	133
21127	132
21128	131
21129	130
21130	129
21131	128
21132	127
21133	126
21134	125
21135	124
21136	123
21137	122
21138	121
21139	120
21140	119
21141	118
21142	117
21143	116
21144	115
21145	114
21146	113
21147	112
21148	111
21149	110
21150	109
21151	108
21152	107
21153	106
21154	105
21155	104
21156	103
21157	102
21158	101
21159	100
21160	99
21161	98
21162	97
21163	96
21164	95
21165	94
21166	93
21167	92
21168	91
21169	90
21170	89
21171	88
21172	87
21173	86
21174	85
21175	84
21176	83
21177	82
21178	81
21179	80
21180	79
21181	78
21182	77
21183	76
21184	75
21185	74
21186	73
21187	72
21188	71
21189	70
21190	69
21191	68
21192	67
21193	66
21194	65
21195	64
21196	63
21197	62
21198	61
21199	60
21200	59
21201	58
21202	57
21203	56
21204	55
21205	54
21206	53
21207	52
21208	51
21209	50
21210	49
21211	48
21212	47
21213	46
21214	45
21215	44
21216	43
21217	42
21218	41
21219	40
21220	39
21221	38
21222	37
21223	36
21224	35
21225	34
21226	33
21227	32
21228	31
21229	30
21230	29
21231	28
21232	27
21233	26
21234	25
21235	24
21236	23
21237	22
21238	21
21239	20
21240	19
21241	18
21242	17
21243	16
21244	15
21245	14
21246	13
21247	12
21248	11
21249	10
21250	9
21251	8
21252	7
21253	7
21254	6
21255	6
21256	6
21257	5
21258	7
21259	428
21260	427
21261	426
21262	425
21263	424
21264	423
21265	422
21266	421
21267	420
21268	419
21269	418
21270	417
21271	416
21272	415
21273	414
21274	413
21275	412
21276	411
21277	410
21278	409
21279	408
21280	407
21281	406
21282	405
21283	404
21284	403
21285	402
21286	401
21287	400
21288	399
21289	398
21290	397
21291	396
21292	395
21293	394
21294	393
21295	392
21296	391
21297	390
21298	389
21299	388
21300	387
21301	386
21302	385
21303	384
21304	383
21305	382
21306	381
21307	380
21308	379
21309	378
21310	377
21311	376
21312	375
21313	374
21314	373
21315	372
21316	371
21317	370
21318	369
21319	368
21320	367
21321	366
21322	365
21323	364
21324	363
21325	362
21326	361
21327	360
21328	359
21329	358
21330	357
21331	356
21332	355
21333	354
21334	353
21335	352
21336	351
21337	350
21338	349
21339	348
21340	347
21341	346
21342	345
21343	344
21344	343
21345	342
21346	341
21347	340
21348	339
21349	338
21350	337
21351	336
21352	335
21353	334
21354	333
21355	332
21356	331
21357	330
21358	329
21359	328
21360	327
21361	326
21362	325
21363	324
21364	323
21365	322
21366	321
21367	320
21368	319
21369	318
21370	317
21371	316
21372	315
21373	314
21374	313
21375	312
21376	311
21377	310
21378	309
21379	308
21380	307
21381	306
21382	305
21383	304
21384	303
21385	302
21386	301
21387	300
21388	299
21389	298
21390	297
21391	296
21392	295
21393	294
21394	293
21395	292
21396	291
21397	290
21398	289
21399	288
21400	287
21401	286
21402	285
21403	284
21404	283
21405	282
21406	281
21407	280
21408	279
21409	278
21410	277
21411	276
21412	275
21413	274
21414	273
21415	272
21416	271
21417	270
21418	269
21419	268
21420	267
21421	266
21422	265
21423	264
21424	263
21425	262
21426	261
21427	260
21428	259
21429	258
21430	257
21431	256
21432	255
21433	254
21434	253
21435	252
21436	251
21437	250
21438	249
21439	248
21440	247
21441	246
21442	245
21443	244
21444	243
21445	242
21446	241
21447	240
21448	239
21449	238
21450	237
21451	236
21452	235
21453	234
21454	233
21455	232
21456	231
21457	230
21458	229
21459	228
21460	227
21461	226
21462	225
21463	224
21464	223
21465	222
21466	221
21467	220
21468	219
21469	218
21470	217
21471	216
21472	215
21473	214
21474	213
21475	212
21476	211
21477	210
21478	209
21479	208
21480	207
21481	206
21482	205
21483	204
21484	203
21485	202
21486	201
21487	200
21488	199
21489	198
21490	197
21491	196
21492	195
21493	194
21494	193
21495	192
21496	191
21497	190
21498	189
21499	188
21500	187
21501	186
21502	185
21503	184
21504	183
21505	182
21506	181
21507	180
21508	179
21509	178
21510	177
21511	176
21512	175
21513	174
21514	173
21515	172
21516	171
21517	170
21518	169
21519	168
21520	167
21521	166
21522	165
21523	164
21524	163
21525	162
21526	161
21527	160
21528	159
21529	158
21530	157
21531	156
21532	155
21533	154
21534	153
21535	152
21536	151
21537	150
21538	149
21539	148
21540	147
21541	146
21542	145
21543	144
21544	143
21545	142
21546	141
21547	140
21548	139
21549	138
21550	137
21551	136
21552	135
21553	134
21554	133
21555	132
21556	131
21557	130
21558	129
21559	128
21560	127
21561	126
21562	125
21563	124
21564	123
21565	122
21566	121
21567	120
21568	119
21569	118
21570	117
21571	116
21572	115
21573	114
21574	113
21575	112
21576	111
21577	110
21578	109
21579	108
21580	107
21581	106
21582	105
21583	104
21584	103
21585	102
21586	101
21587	100
21588	99
21589	98
21590	97
21591	96
21592	95
21593	94
21594	93
21595	92
21596	91
21597	90
21598	89
21599	88
21600	87
21601	86
21602	85
21603	84
21604	83
21605	82
21606	81
21607	80
21608	79
21609	78
21610	77
21611	76
21612	75
21613	74
21614	73
21615	72
21616	71
21617	70
21618	69
21619	68
21620	67
21621	66
21622	65
21623	64
21624	63
21625	62
21626	61
21627	60
21628	59
21629	58
21630	57
21631	56
21632	55
21633	54
21634	53
21635	52
21636	51
21637	50
21638	49
21639	48
21640	47
21641	46
21642	45
21643	44
21644	43
21645	42
21646	41
21647	40
21648	39
21649	38
21650	37
21651	36
21652	35
21653	34
21654	33
21655	32
21656	31
21657	30
21658	29
21659	28
21660	27
21661	26
21662	25
21663	24
21664	23
21665	22
21666	21
21667	20
21668	19
21669	18
21670	17
21671	16
21672	15
21673	14
21674	13
21675	12
21676	11
21677	10
21678	9
21679	8
21680	7
21681	6
21682	6
21683	8
21684	7
21685	6
21686	5
21687	602
21688	601
21689	600
21690	599
21691	598
21692	597
21693	596
21694	595
21695	594
21696	593
21697	592
21698	591
21699	590
21700	589
21701	588
21702	587
21703	586
21704	585
21705	584
21706	583
21707	582
21708	581
21709	580
21710	579
21711	578
21712	577
21713	576
21714	575
21715	574
